前缀,城市,代号,省份,地区
210905,清河门区,21,辽宁省,东北地区
210911,细河区,21,辽宁省,东北地区
210921,阜新蒙古族自治县,21,辽宁省,东北地区
210922,彰武县,21,辽宁省,东北地区
211000,辽阳市,21,辽宁省,东北地区
211001,市辖区,21,辽宁省,东北地区
211002,白塔区,21,辽宁省,东北地区
211003,文圣区,21,辽宁省,东北地区
211004,宏伟区,21,辽宁省,东北地区
211005,弓长岭区,21,辽宁省,东北地区
211011,太子河区,21,辽宁省,东北地区
211021,辽阳县,21,辽宁省,东北地区
211081,灯塔市,21,辽宁省,东北地区
211100,盘锦市,21,辽宁省,东北地区
211101,市辖区,21,辽宁省,东北地区
211102,双台子区,21,辽宁省,东北地区
211103,兴隆台区,21,辽宁省,东北地区
211121,大洼县,21,辽宁省,东北地区
211122,盘山县,21,辽宁省,东北地区
211200,铁岭市,21,辽宁省,东北地区
211201,市辖区,21,辽宁省,东北地区
211202,银州区,21,辽宁省,东北地区
211204,清河区,21,辽宁省,东北地区
211221,铁岭县,21,辽宁省,东北地区
211223,西丰县,21,辽宁省,东北地区
211224,昌图县,21,辽宁省,东北地区
211281,调兵山市,21,辽宁省,东北地区
211282,开原市,21,辽宁省,东北地区
211300,朝阳市,21,辽宁省,东北地区
211301,市辖区,21,辽宁省,东北地区
211302,双塔区,21,辽宁省,东北地区
211303,龙城区,21,辽宁省,东北地区
211321,朝阳县,21,辽宁省,东北地区
211322,建平县,21,辽宁省,东北地区
211324,喀喇沁左翼蒙古族自治县,21,辽宁省,东北地区
211381,北票市,21,辽宁省,东北地区
211382,凌源市,21,辽宁省,东北地区
211400,葫芦岛市,21,辽宁省,东北地区
211401,市辖区,21,辽宁省,东北地区
211402,连山区,21,辽宁省,东北地区
211403,龙港区,21,辽宁省,东北地区
211404,南票区,21,辽宁省,东北地区
211421,绥中县,21,辽宁省,东北地区
211422,建昌县,21,辽宁省,东北地区
211481,兴城市,21,辽宁省,东北地区
220000,吉林省,22,吉林省,东北地区
220100,长春市,22,吉林省,东北地区
220101,市辖区,22,吉林省,东北地区
220102,南关区,22,吉林省,东北地区
220103,宽城区,22,吉林省,东北地区
220104,朝阳区,22,吉林省,东北地区
220105,二道区,22,吉林省,东北地区
220106,绿园区,22,吉林省,东北地区
220112,双阳区,22,吉林省,东北地区
220122,农安县,22,吉林省,东北地区
220181,九台市,22,吉林省,东北地区
220182,榆树市,22,吉林省,东北地区
220183,德惠市,22,吉林省,东北地区
220200,吉林市,22,吉林省,东北地区
220201,市辖区,22,吉林省,东北地区
220202,昌邑区,22,吉林省,东北地区
220203,龙潭区,22,吉林省,东北地区
220204,船营区,22,吉林省,东北地区
220211,丰满区,22,吉林省,东北地区
220221,永吉县,22,吉林省,东北地区
220281,蛟河市,22,吉林省,东北地区
220282,桦甸市,22,吉林省,东北地区
220283,舒兰市,22,吉林省,东北地区
220284,磐石市,22,吉林省,东北地区
220300,四平市,22,吉林省,东北地区
220301,市辖区,22,吉林省,东北地区
220302,铁西区,22,吉林省,东北地区
220303,铁东区,22,吉林省,东北地区
220322,梨树县,22,吉林省,东北地区
220323,伊通满族自治县,22,吉林省,东北地区
220381,公主岭市,22,吉林省,东北地区
220382,双辽市,22,吉林省,东北地区
220400,辽源市,22,吉林省,东北地区
220401,市辖区,22,吉林省,东北地区
220402,龙山区,22,吉林省,东北地区
220403,西安区,22,吉林省,东北地区
220421,东丰县,22,吉林省,东北地区
220422,东辽县,22,吉林省,东北地区
220500,通化市,22,吉林省,东北地区
220501,市辖区,22,吉林省,东北地区
220502,东昌区,22,吉林省,东北地区
220503,二道江区,22,吉林省,东北地区
220521,通化县,22,吉林省,东北地区
220523,辉南县,22,吉林省,东北地区
220524,柳河县,22,吉林省,东北地区
220581,梅河口市,22,吉林省,东北地区
220582,集安市,22,吉林省,东北地区
220600,白山市,22,吉林省,东北地区
220601,市辖区,22,吉林省,东北地区
220602,浑江区,22,吉林省,东北地区
220605,江源区,22,吉林省,东北地区
220621,抚松县,22,吉林省,东北地区
220622,靖宇县,22,吉林省,东北地区
220623,长白朝鲜族自治县,22,吉林省,东北地区
220681,临江市,22,吉林省,东北地区
220700,松原市,22,吉林省,东北地区
220701,市辖区,22,吉林省,东北地区
220702,宁江区,22,吉林省,东北地区
220721,前郭尔罗斯蒙古族自治县,22,吉林省,东北地区
220722,长岭县,22,吉林省,东北地区
220723,乾安县,22,吉林省,东北地区
220724,扶余县,22,吉林省,东北地区
220800,白城市,22,吉林省,东北地区
220801,市辖区,22,吉林省,东北地区
220802,洮北区,22,吉林省,东北地区
220821,镇赉县,22,吉林省,东北地区
220822,通榆县,22,吉林省,东北地区
220881,洮南市,22,吉林省,东北地区
220882,大安市,22,吉林省,东北地区
222400,延边朝鲜族自治州,22,吉林省,东北地区
222401,延吉市,22,吉林省,东北地区
222402,图们市,22,吉林省,东北地区
222403,敦化市,22,吉林省,东北地区
222404,珲春市,22,吉林省,东北地区
222405,龙井市,22,吉林省,东北地区
222406,和龙市,22,吉林省,东北地区
222424,汪清县,22,吉林省,东北地区
222426,安图县,22,吉林省,东北地区
230000,黑龙江省,23,黑龙江省,东北地区
230100,哈尔滨市,23,黑龙江省,东北地区
230101,市辖区,23,黑龙江省,东北地区
230102,道里区,23,黑龙江省,东北地区
230103,南岗区,23,黑龙江省,东北地区
230104,道外区,23,黑龙江省,东北地区
230108,平房区,23,黑龙江省,东北地区
230109,松北区,23,黑龙江省,东北地区
230110,香坊区,23,黑龙江省,东北地区
230111,呼兰区,23,黑龙江省,东北地区
230112,阿城区,23,黑龙江省,东北地区
230123,依兰县,23,黑龙江省,东北地区
230124,方正县,23,黑龙江省,东北地区
230125,宾县,23,黑龙江省,东北地区
230126,巴彦县,23,黑龙江省,东北地区
230127,木兰县,23,黑龙江省,东北地区
230128,通河县,23,黑龙江省,东北地区
230129,延寿县,23,黑龙江省,东北地区
230182,双城市,23,黑龙江省,东北地区
230183,尚志市,23,黑龙江省,东北地区
230184,五常市,23,黑龙江省,东北地区
230200,齐齐哈尔市,23,黑龙江省,东北地区
230201,市辖区,23,黑龙江省,东北地区
230202,龙沙区,23,黑龙江省,东北地区
230203,建华区,23,黑龙江省,东北地区
230204,铁锋区,23,黑龙江省,东北地区
230205,昂昂溪区,23,黑龙江省,东北地区
230206,富拉尔基区,23,黑龙江省,东北地区
230207,碾子山区,23,黑龙江省,东北地区
230208,梅里斯达斡尔族区,23,黑龙江省,东北地区
230221,龙江县,23,黑龙江省,东北地区
230223,依安县,23,黑龙江省,东北地区
230224,泰来县,23,黑龙江省,东北地区
230225,甘南县,23,黑龙江省,东北地区
230227,富裕县,23,黑龙江省,东北地区
230229,克山县,23,黑龙江省,东北地区
230230,克东县,23,黑龙江省,东北地区
230231,拜泉县,23,黑龙江省,东北地区
230281,讷河市,23,黑龙江省,东北地区
230300,鸡西市,23,黑龙江省,东北地区
230301,市辖区,23,黑龙江省,东北地区
230302,鸡冠区,23,黑龙江省,东北地区
230303,恒山区,23,黑龙江省,东北地区
230304,滴道区,23,黑龙江省,东北地区
230305,梨树区,23,黑龙江省,东北地区
230306,城子河区,23,黑龙江省,东北地区
230307,麻山区,23,黑龙江省,东北地区
230321,鸡东县,23,黑龙江省,东北地区
230381,虎林市,23,黑龙江省,东北地区
230382,密山市,23,黑龙江省,东北地区
230400,鹤岗市,23,黑龙江省,东北地区
230401,市辖区,23,黑龙江省,东北地区
230402,向阳区,23,黑龙江省,东北地区
230403,工农区,23,黑龙江省,东北地区
230404,南山区,23,黑龙江省,东北地区
230405,兴安区,23,黑龙江省,东北地区
230406,东山区,23,黑龙江省,东北地区
230407,兴山区,23,黑龙江省,东北地区
230421,萝北县,23,黑龙江省,东北地区
230422,绥滨县,23,黑龙江省,东北地区
230500,双鸭山市,23,黑龙江省,东北地区
230501,市辖区,23,黑龙江省,东北地区
230502,尖山区,23,黑龙江省,东北地区
230503,岭东区,23,黑龙江省,东北地区
230505,四方台区,23,黑龙江省,东北地区
230506,宝山区,23,黑龙江省,东北地区
230521,集贤县,23,黑龙江省,东北地区
230522,友谊县,23,黑龙江省,东北地区
230523,宝清县,23,黑龙江省,东北地区
230524,饶河县,23,黑龙江省,东北地区
230600,大庆市,23,黑龙江省,东北地区
230601,市辖区,23,黑龙江省,东北地区
230602,萨尔图区,23,黑龙江省,东北地区
230603,龙凤区,23,黑龙江省,东北地区
230604,让胡路区,23,黑龙江省,东北地区
230605,红岗区,23,黑龙江省,东北地区
230606,大同区,23,黑龙江省,东北地区
230621,肇州县,23,黑龙江省,东北地区
230622,肇源县,23,黑龙江省,东北地区
230623,林甸县,23,黑龙江省,东北地区
230624,杜尔伯特蒙古族自治县,23,黑龙江省,东北地区
230700,伊春市,23,黑龙江省,东北地区
230701,市辖区,23,黑龙江省,东北地区
230702,伊春区,23,黑龙江省,东北地区
230703,南岔区,23,黑龙江省,东北地区
230704,友好区,23,黑龙江省,东北地区
230705,西林区,23,黑龙江省,东北地区
230706,翠峦区,23,黑龙江省,东北地区
230707,新青区,23,黑龙江省,东北地区
230708,美溪区,23,黑龙江省,东北地区
230709,金山屯区,23,黑龙江省,东北地区
230710,五营区,23,黑龙江省,东北地区
230711,乌马河区,23,黑龙江省,东北地区
230712,汤旺河区,23,黑龙江省,东北地区
230713,带岭区,23,黑龙江省,东北地区
230714,乌伊岭区,23,黑龙江省,东北地区
230715,红星区,23,黑龙江省,东北地区
230716,上甘岭区,23,黑龙江省,东北地区
230722,嘉荫县,23,黑龙江省,东北地区
230781,铁力市,23,黑龙江省,东北地区
230800,佳木斯市,23,黑龙江省,东北地区
230801,市辖区,23,黑龙江省,东北地区
230803,向阳区,23,黑龙江省,东北地区
230804,前进区,23,黑龙江省,东北地区
230805,东风区,23,黑龙江省,东北地区
230811,郊区,23,黑龙江省,东北地区
230822,桦南县,23,黑龙江省,东北地区
230826,桦川县,23,黑龙江省,东北地区
230828,汤原县,23,黑龙江省,东北地区
230833,抚远县,23,黑龙江省,东北地区
230881,同江市,23,黑龙江省,东北地区
230882,富锦市,23,黑龙江省,东北地区
230900,七台河市,23,黑龙江省,东北地区
230901,市辖区,23,黑龙江省,东北地区
230902,新兴区,23,黑龙江省,东北地区
230903,桃山区,23,黑龙江省,东北地区
230904,茄子河区,23,黑龙江省,东北地区
230921,勃利县,23,黑龙江省,东北地区
231000,牡丹江市,23,黑龙江省,东北地区
231001,市辖区,23,黑龙江省,东北地区
231002,东安区,23,黑龙江省,东北地区
231003,阳明区,23,黑龙江省,东北地区
231004,爱民区,23,黑龙江省,东北地区
231005,西安区,23,黑龙江省,东北地区
231024,东宁县,23,黑龙江省,东北地区
231025,林口县,23,黑龙江省,东北地区
231081,绥芬河市,23,黑龙江省,东北地区
231083,海林市,23,黑龙江省,东北地区
231084,宁安市,23,黑龙江省,东北地区
231085,穆棱市,23,黑龙江省,东北地区
231100,黑河市,23,黑龙江省,东北地区
231101,市辖区,23,黑龙江省,东北地区
231102,爱辉区,23,黑龙江省,东北地区
231121,嫩江县,23,黑龙江省,东北地区
231123,逊克县,23,黑龙江省,东北地区
231124,孙吴县,23,黑龙江省,东北地区
231181,北安市,23,黑龙江省,东北地区
231182,五大连池市,23,黑龙江省,东北地区
231200,绥化市,23,黑龙江省,东北地区
231201,市辖区,23,黑龙江省,东北地区
231202,北林区,23,黑龙江省,东北地区
231221,望奎县,23,黑龙江省,东北地区
231222,兰西县,23,黑龙江省,东北地区
231223,青冈县,23,黑龙江省,东北地区
231224,庆安县,23,黑龙江省,东北地区
231225,明水县,23,黑龙江省,东北地区
231226,绥棱县,23,黑龙江省,东北地区
231281,安达市,23,黑龙江省,东北地区
231282,肇东市,23,黑龙江省,东北地区
231283,海伦市,23,黑龙江省,东北地区
232700,大兴安岭地区,23,黑龙江省,东北地区
232721,呼玛县,23,黑龙江省,东北地区
232722,塔河县,23,黑龙江省,东北地区
232723,漠河县,23,黑龙江省,东北地区
310000,上海市,31,上海市,华东地区
310100,市辖区,31,上海市,华东地区
310101,黄浦区,31,上海市,华东地区
310104,徐汇区,31,上海市,华东地区
310105,长宁区,31,上海市,华东地区
310106,静安区,31,上海市,华东地区
310107,普陀区,31,上海市,华东地区
310108,闸北区,31,上海市,华东地区
310109,虹口区,31,上海市,华东地区
310110,杨浦区,31,上海市,华东地区
310112,闵行区,31,上海市,华东地区
310113,宝山区,31,上海市,华东地区
310114,嘉定区,31,上海市,华东地区
310115,浦东新区,31,上海市,华东地区
310116,金山区,31,上海市,华东地区
310117,松江区,31,上海市,华东地区
310118,青浦区,31,上海市,华东地区
310120,奉贤区,31,上海市,华东地区
310200,县,31,上海市,华东地区
310230,崇明县,31,上海市,华东地区
320000,江苏省,32,江苏省,华东地区
320100,南京市,32,江苏省,华东地区
320101,市辖区,32,江苏省,华东地区
320102,玄武区,32,江苏省,华东地区
320103,白下区,32,江苏省,华东地区
320104,秦淮区,32,江苏省,华东地区
320105,建邺区,32,江苏省,华东地区
320106,鼓楼区,32,江苏省,华东地区
320107,下关区,32,江苏省,华东地区
320111,浦口区,32,江苏省,华东地区
320113,栖霞区,32,江苏省,华东地区
320114,雨花台区,32,江苏省,华东地区
320115,江宁区,32,江苏省,华东地区
320116,六合区,32,江苏省,华东地区
320124,溧水县,32,江苏省,华东地区
320125,高淳县,32,江苏省,华东地区
320200,无锡市,32,江苏省,华东地区
320201,市辖区,32,江苏省,华东地区
320202,崇安区,32,江苏省,华东地区
320203,南长区,32,江苏省,华东地区
320204,北塘区,32,江苏省,华东地区
320205,锡山区,32,江苏省,华东地区
320206,惠山区,32,江苏省,华东地区
320211,滨湖区,32,江苏省,华东地区
320281,江阴市,32,江苏省,华东地区
320282,宜兴市,32,江苏省,华东地区
320300,徐州市,32,江苏省,华东地区
320301,市辖区,32,江苏省,华东地区
320302,鼓楼区,32,江苏省,华东地区
320303,云龙区,32,江苏省,华东地区
320305,贾汪区,32,江苏省,华东地区
320311,泉山区,32,江苏省,华东地区
320312,铜山区,32,江苏省,华东地区
320321,丰县,32,江苏省,华东地区
320322,沛县,32,江苏省,华东地区
320324,睢宁县,32,江苏省,华东地区
320381,新沂市,32,江苏省,华东地区
320382,邳州市,32,江苏省,华东地区
320400,常州市,32,江苏省,华东地区
320401,市辖区,32,江苏省,华东地区
320402,天宁区,32,江苏省,华东地区
320404,钟楼区,32,江苏省,华东地区
320405,戚墅堰区,32,江苏省,华东地区
320411,新北区,32,江苏省,华东地区
320412,武进区,32,江苏省,华东地区
320481,溧阳市,32,江苏省,华东地区
320482,金坛市,32,江苏省,华东地区
320500,苏州市,32,江苏省,华东地区
320501,市辖区,32,江苏省,华东地区
320505,虎丘区,32,江苏省,华东地区
320506,吴中区,32,江苏省,华东地区
320507,相城区,32,江苏省,华东地区
320508,姑苏区,32,江苏省,华东地区
320509,吴江区,32,江苏省,华东地区
320581,常熟市,32,江苏省,华东地区
320582,张家港市,32,江苏省,华东地区
320583,昆山市,32,江苏省,华东地区
320585,太仓市,32,江苏省,华东地区
320600,南通市,32,江苏省,华东地区
320601,市辖区,32,江苏省,华东地区
320602,崇川区,32,江苏省,华东地区
320611,港闸区,32,江苏省,华东地区
320612,通州区,32,江苏省,华东地区
320621,海安县,32,江苏省,华东地区
320623,如东县,32,江苏省,华东地区
320681,启东市,32,江苏省,华东地区
320682,如皋市,32,江苏省,华东地区
320684,海门市,32,江苏省,华东地区
320700,连云港市,32,江苏省,华东地区
320701,市辖区,32,江苏省,华东地区
320703,连云区,32,江苏省,华东地区
320705,新浦区,32,江苏省,华东地区
320706,海州区,32,江苏省,华东地区
320721,赣榆县,32,江苏省,华东地区
320722,东海县,32,江苏省,华东地区
320723,灌云县,32,江苏省,华东地区
320724,灌南县,32,江苏省,华东地区
320800,淮安市,32,江苏省,华东地区
320801,市辖区,32,江苏省,华东地区
320802,清河区,32,江苏省,华东地区
320803,淮安区,32,江苏省,华东地区
320804,淮阴区,32,江苏省,华东地区
320811,清浦区,32,江苏省,华东地区
320826,涟水县,32,江苏省,华东地区
320829,洪泽县,32,江苏省,华东地区
320830,盱眙县,32,江苏省,华东地区
320831,金湖县,32,江苏省,华东地区
320900,盐城市,32,江苏省,华东地区
320901,市辖区,32,江苏省,华东地区
320902,亭湖区,32,江苏省,华东地区
320903,盐都区,32,江苏省,华东地区
320921,响水县,32,江苏省,华东地区
320922,滨海县,32,江苏省,华东地区
320923,阜宁县,32,江苏省,华东地区
320924,射阳县,32,江苏省,华东地区
320925,建湖县,32,江苏省,华东地区
320981,东台市,32,江苏省,华东地区
320982,大丰市,32,江苏省,华东地区
321000,扬州市,32,江苏省,华东地区
321001,市辖区,32,江苏省,华东地区
321002,广陵区,32,江苏省,华东地区
321003,邗江区,32,江苏省,华东地区
321012,江都区,32,江苏省,华东地区
321023,宝应县,32,江苏省,华东地区
321081,仪征市,32,江苏省,华东地区
321084,高邮市,32,江苏省,华东地区
321100,镇江市,32,江苏省,华东地区
321101,市辖区,32,江苏省,华东地区
321102,京口区,32,江苏省,华东地区
321111,润州区,32,江苏省,华东地区
321112,丹徒区,32,江苏省,华东地区
321181,丹阳市,32,江苏省,华东地区
321182,扬中市,32,江苏省,华东地区
321183,句容市,32,江苏省,华东地区
321200,泰州市,32,江苏省,华东地区
321201,市辖区,32,江苏省,华东地区
321202,海陵区,32,江苏省,华东地区
321203,高港区,32,江苏省,华东地区
321281,兴化市,32,江苏省,华东地区
321282,靖江市,32,江苏省,华东地区
321283,泰兴市,32,江苏省,华东地区
321284,姜堰市,32,江苏省,华东地区
321300,宿迁市,32,江苏省,华东地区
321301,市辖区,32,江苏省,华东地区
321302,宿城区,32,江苏省,华东地区
321311,宿豫区,32,江苏省,华东地区
321322,沭阳县,32,江苏省,华东地区
321323,泗阳县,32,江苏省,华东地区
321324,泗洪县,32,江苏省,华东地区
330000,浙江省,33,浙江省,华东地区
330100,杭州市,33,浙江省,华东地区
330101,市辖区,33,浙江省,华东地区
330102,上城区,33,浙江省,华东地区
330103,下城区,33,浙江省,华东地区
330104,江干区,33,浙江省,华东地区
330105,拱墅区,33,浙江省,华东地区
330106,西湖区,33,浙江省,华东地区
330108,滨江区,33,浙江省,华东地区
330109,萧山区,33,浙江省,华东地区
330110,余杭区,33,浙江省,华东地区
330122,桐庐县,33,浙江省,华东地区
330127,淳安县,33,浙江省,华东地区
330182,建德市,33,浙江省,华东地区
330183,富阳市,33,浙江省,华东地区
330185,临安市,33,浙江省,华东地区
330200,宁波市,33,浙江省,华东地区
330201,市辖区,33,浙江省,华东地区
330203,海曙区,33,浙江省,华东地区
330204,江东区,33,浙江省,华东地区
330205,江北区,33,浙江省,华东地区
330206,北仑区,33,浙江省,华东地区
330211,镇海区,33,浙江省,华东地区
330212,鄞州区,33,浙江省,华东地区
330225,象山县,33,浙江省,华东地区
330226,宁海县,33,浙江省,华东地区
330281,余姚市,33,浙江省,华东地区
330282,慈溪市,33,浙江省,华东地区
330283,奉化市,33,浙江省,华东地区
330300,温州市,33,浙江省,华东地区
330301,市辖区,33,浙江省,华东地区
330302,鹿城区,33,浙江省,华东地区
330303,龙湾区,33,浙江省,华东地区
330304,瓯海区,33,浙江省,华东地区
330322,洞头县,33,浙江省,华东地区
330324,永嘉县,33,浙江省,华东地区
330326,平阳县,33,浙江省,华东地区
330327,苍南县,33,浙江省,华东地区
330328,文成县,33,浙江省,华东地区
330329,泰顺县,33,浙江省,华东地区
330381,瑞安市,33,浙江省,华东地区
330382,乐清市,33,浙江省,华东地区
330400,嘉兴市,33,浙江省,华东地区
330401,市辖区,33,浙江省,华东地区
330402,南湖区,33,浙江省,华东地区
330411,秀洲区,33,浙江省,华东地区
330421,嘉善县,33,浙江省,华东地区
330424,海盐县,33,浙江省,华东地区
330481,海宁市,33,浙江省,华东地区
330482,平湖市,33,浙江省,华东地区
330483,桐乡市,33,浙江省,华东地区
330500,湖州市,33,浙江省,华东地区
330501,市辖区,33,浙江省,华东地区
330502,吴兴区,33,浙江省,华东地区
330503,南浔区,33,浙江省,华东地区
330521,德清县,33,浙江省,华东地区
330522,长兴县,33,浙江省,华东地区
330523,安吉县,33,浙江省,华东地区
330600,绍兴市,33,浙江省,华东地区
330601,市辖区,33,浙江省,华东地区
330602,越城区,33,浙江省,华东地区
330621,绍兴县,33,浙江省,华东地区
330624,新昌县,33,浙江省,华东地区
330681,诸暨市,33,浙江省,华东地区
330682,上虞市,33,浙江省,华东地区
330683,嵊州市,33,浙江省,华东地区
330700,金华市,33,浙江省,华东地区
330701,市辖区,33,浙江省,华东地区
330702,婺城区,33,浙江省,华东地区
330703,金东区,33,浙江省,华东地区
330723,武义县,33,浙江省,华东地区
330726,浦江县,33,浙江省,华东地区
330727,磐安县,33,浙江省,华东地区
330781,兰溪市,33,浙江省,华东地区
330782,义乌市,33,浙江省,华东地区
330783,东阳市,33,浙江省,华东地区
330784,永康市,33,浙江省,华东地区
330800,衢州市,33,浙江省,华东地区
330801,市辖区,33,浙江省,华东地区
330802,柯城区,33,浙江省,华东地区
330803,衢江区,33,浙江省,华东地区
330822,常山县,33,浙江省,华东地区
330824,开化县,33,浙江省,华东地区
330825,龙游县,33,浙江省,华东地区
330881,江山市,33,浙江省,华东地区
330900,舟山市,33,浙江省,华东地区
330901,市辖区,33,浙江省,华东地区
330902,定海区,33,浙江省,华东地区
330903,普陀区,33,浙江省,华东地区
330921,岱山县,33,浙江省,华东地区
330922,嵊泗县,33,浙江省,华东地区
331000,台州市,33,浙江省,华东地区
331001,市辖区,33,浙江省,华东地区
331002,椒江区,33,浙江省,华东地区
331003,黄岩区,33,浙江省,华东地区
331004,路桥区,33,浙江省,华东地区
331021,玉环县,33,浙江省,华东地区
331022,三门县,33,浙江省,华东地区
331023,天台县,33,浙江省,华东地区
331024,仙居县,33,浙江省,华东地区
331081,温岭市,33,浙江省,华东地区
331082,临海市,33,浙江省,华东地区
331100,丽水市,33,浙江省,华东地区
331101,市辖区,33,浙江省,华东地区
331102,莲都区,33,浙江省,华东地区
331121,青田县,33,浙江省,华东地区
331122,缙云县,33,浙江省,华东地区
331123,遂昌县,33,浙江省,华东地区
331124,松阳县,33,浙江省,华东地区
331125,云和县,33,浙江省,华东地区
331126,庆元县,33,浙江省,华东地区
331127,景宁畲族自治县,33,浙江省,华东地区
331181,龙泉市,33,浙江省,华东地区
340000,安徽省,34,安徽省,华东地区
340100,合肥市,34,安徽省,华东地区
340101,市辖区,34,安徽省,华东地区
340102,瑶海区,34,安徽省,华东地区
340103,庐阳区,34,安徽省,华东地区
340104,蜀山区,34,安徽省,华东地区
340111,包河区,34,安徽省,华东地区
340121,长丰县,34,安徽省,华东地区
340122,肥东县,34,安徽省,华东地区
340123,肥西县,34,安徽省,华东地区
340124,庐江县,34,安徽省,华东地区
340181,巢湖市,34,安徽省,华东地区
340200,芜湖市,34,安徽省,华东地区
340201,市辖区,34,安徽省,华东地区
340202,镜湖区,34,安徽省,华东地区
340203,弋江区,34,安徽省,华东地区
340207,鸠江区,34,安徽省,华东地区
340208,三山区,34,安徽省,华东地区
340221,芜湖县,34,安徽省,华东地区
340222,繁昌县,34,安徽省,华东地区
340223,南陵县,34,安徽省,华东地区
340225,无为县,34,安徽省,华东地区
340300,蚌埠市,34,安徽省,华东地区
340301,市辖区,34,安徽省,华东地区
340302,龙子湖区,34,安徽省,华东地区
340303,蚌山区,34,安徽省,华东地区
340304,禹会区,34,安徽省,华东地区
340311,淮上区,34,安徽省,华东地区
340321,怀远县,34,安徽省,华东地区
340322,五河县,34,安徽省,华东地区
340323,固镇县,34,安徽省,华东地区
340400,淮南市,34,安徽省,华东地区
340401,市辖区,34,安徽省,华东地区
340402,大通区,34,安徽省,华东地区
340403,田家庵区,34,安徽省,华东地区
340404,谢家集区,34,安徽省,华东地区
340405,八公山区,34,安徽省,华东地区
340406,潘集区,34,安徽省,华东地区
340421,凤台县,34,安徽省,华东地区
340500,马鞍山市,34,安徽省,华东地区
340501,市辖区,34,安徽省,华东地区
340503,花山区,34,安徽省,华东地区
340504,雨山区,34,安徽省,华东地区
340506,博望区,34,安徽省,华东地区
340521,当涂县,34,安徽省,华东地区
340522,含山县,34,安徽省,华东地区
340523,和县,34,安徽省,华东地区
340600,淮北市,34,安徽省,华东地区
340601,市辖区,34,安徽省,华东地区
340602,杜集区,34,安徽省,华东地区
340603,相山区,34,安徽省,华东地区
340604,烈山区,34,安徽省,华东地区
340621,濉溪县,34,安徽省,华东地区
340700,铜陵市,34,安徽省,华东地区
340701,市辖区,34,安徽省,华东地区
340702,铜官山区,34,安徽省,华东地区
340703,狮子山区,34,安徽省,华东地区
